"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KY926033","1762","Human","4 (HA)","H3N2","Brazil","T","2013/03/28","Influenza A virus (A/Porto Alegre/LACENRS-275/2013(H3N2))","","","","","","c"
"KY925024","1762","Human","4 (HA)","H3N2","Brazil","T","2011/06/30","Influenza A virus (A/Porto Alegre/LACENRS-557/2011(H3N2))","","","","","","c"
"KY926181","1762","Human","4 (HA)","H3N2","Brazil","T","2015/05/11","Influenza A virus (A/Porto Alegre/LACENRS-820/2015(H3N2))","","","","","","c"
"KY926256","1762","Human","4 (HA)","H3N2","Brazil","T","2011/07/14","Influenza A virus (A/Porto Alegre/LACENRS-822/2011(H3N2))","","","","","","c"
"KY925865","1762","Human","4 (HA)","H3N2","Brazil","T","2015/05/09","Influenza A virus (A/Porto Alegre/LACENRS-846/2015(H3N2))","","","","","","c"
"KY925818","1762","Human","4 (HA)","H3N2","Brazil","T","2015/05/18","Influenza A virus (A/Porto Alegre/LACENRS-921/2015(H3N2))","","","","","","c"
"KT889253","1701","Human","4 (HA)","H3N2","Czech Republic","N","2012/04/12","Influenza A virus (A/Prague/1514A06404885N/2012(H3N2))","","","","","","c"
"KT889254","1701","Human","4 (HA)","H3N2","Kosovo","N","2013/02/06","Influenza A virus (A/Pristina/1514A06505401N/2013(H3N2))","","","","","","c"
"KT888788","1701","Human","4 (HA)","H3N2","Peru","T","2011/12/19","Influenza A virus (A/Pucallpa/FPU00363/2011(H3N2))","","","","","","c"
"KT888789","1701","Human","4 (HA)","H3N2","Peru","T","2011/12/27","Influenza A virus (A/Pucallpa/FPU00370/2011(H3N2))","","","","","","c"
"KT888785","1701","Human","4 (HA)","H3N2","Peru","T","2011/10/17","Influenza A virus (A/Puerto Maldonado/FPM00365/2011(H3N2))","","","","","","c"
"KT888794","1701","Human","4 (HA)","H3N2","Peru","T","2011/11/25","Influenza A virus (A/Puno/IPE00792/2011(H3N2))","","","","","","c"
"CY037303","1729","Human","4 (HA)","H3N2","Qatar","N","2008/01/29","Influenza A virus (A/Qatar/AF02/2008(H3N2))","","46Y","","","","c"
"CY050136","1710","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Qingdao/1045/2009(H3N2))","","","","","","c"
"CY050138","1710","Human","4 (HA)","H3N2","China","N","2009/09/03","Influenza A virus (A/Qingdao/1046/2009(H3N2))","","","","","","c"
"CY050102","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1115/2009(H3N2))","","6","","","","c"
"CY050104","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1116/2009(H3N2))","","7","","","","c"
"CY050106","1710","Human","4 (HA)","H3N2","China","N","2009/09/06","Influenza A virus (A/Qingdao/1118/2009(H3N2))","","6","","","","c"
"CY050108","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1157/2009(H3N2))","","22","","","","c"
"CY050110","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1158/2009(H3N2))","","22","","","","c"
"CY050111","1710","Human","4 (HA)","H3N2","China","N","2009/09/09","Influenza A virus (A/Qingdao/1167/2009(H3N2))","","8","","","","c"
"CY050115","1710","Human","4 (HA)","H3N2","China","N","2009/09/14","Influenza A virus (A/Qingdao/1231/2009(H3N2))","","9","","","","c"
"CY050123","1710","Human","4 (HA)","H3N2","China","N","2009/09/16","Influenza A virus (A/Qingdao/1295/2009(H3N2))","","13","","","","c"
"CY050125","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1329/2009(H3N2))","","6","","","","c"
"CY050127","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1341/2009(H3N2))","","8","","","","c"
"CY050128","1710","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/1346/2009(H3N2))","","10","","","","c"
"CY050089","1752","Human","4 (HA)","H3N2","China","N","2009/09/17","Influenza A virus (A/Qingdao/2144/2009(H3N2))","","9","","","","c"
"CY050090","1752","Human","4 (HA)","H3N2","China","N","2009/09/18","Influenza A virus (A/Qingdao/2157/2009(H3N2))","","8","","","","c"
"CY050091","1710","Human","4 (HA)","H3N2","China","N","2009/09/18","Influenza A virus (A/Qingdao/2162/2009(H3N2))","","13","","","","c"
"CY050093","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2181/2009(H3N2))","","14","","","","c"
"CY050095","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2199/2009(H3N2))","","54","","","","c"
"CY050097","1752","Human","4 (HA)","H3N2","China","N","2009/09/22","Influenza A virus (A/Qingdao/2200/2009(H3N2))","","3","","","","c"
"KY049988","1757","Human","4 (HA)","H3N2","China","N","2010/03/15","Influenza A virus (A/Qinghai/178/2010(H3N2))","","","","","","c"
"KY925101","1762","Human","4 (HA)","H3N2","Brazil","T","2013/08/28","Influenza A virus (A/Quarai/LACENRS-3508/2013(H3N2))","","","","","","c"
"KF598738","1701","Human","4 (HA)","H3N2","Canada","N","2012/02/23","Influenza A virus (A/Quebec/005/2012(H3N2))","","","","","","c"
"KF598743","1701","Human","4 (HA)","H3N2","Canada","N","2012/05/03","Influenza A virus (A/Quebec/010/2012(H3N2))","","","","","","c"
"KF761498","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/19","Influenza A virus (A/Quebec/06/2013(H3N2))","","","","","","c"
"KF761500","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/22","Influenza A virus (A/Quebec/09/2013(H3N2))","","","","","","c"
"KU729477","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/06","Influenza A virus (A/Quebec/10/2015(H3N2))","","","","","","c"
"KU729475","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/06","Influenza A virus (A/Quebec/11/2015(H3N2))","","","","","","c"
"KU729488","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/08","Influenza A virus (A/Quebec/12/2015(H3N2))","","","","","","c"
"KF761503","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/22","Influenza A virus (A/Quebec/13/2013(H3N2))","","","","","","c"
"KU729487","1701","Human","4 (HA)","H3N2","Canada","N","2014/11/20","Influenza A virus (A/Quebec/138/2014(H3N2))","","","","","","c"
"KU729468","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/16","Influenza A virus (A/Quebec/139/2014(H3N2))","","","","","","c"
"KU729481","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/09","Influenza A virus (A/Quebec/14/2015(H3N2))","","","","","","c"
"KU729467","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/06","Influenza A virus (A/Quebec/15/2015(H3N2))","","","","","","c"
"MF195742","1701","Human","4 (HA)","H3N2","Canada","N","2016/04/07","Influenza A virus (A/Quebec/152/2016(H3N2))","","","","","","c"
"KF761505","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/28","Influenza A virus (A/Quebec/18/2013(H3N2))","","","","","","c"
"KU729459","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/15","Influenza A virus (A/Quebec/18/2015(H3N2))","","","","","","c"
"KF761506","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/29","Influenza A virus (A/Quebec/19/2013(H3N2))","","","","","","c"
"KU729490","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/14","Influenza A virus (A/Quebec/19/2015(H3N2))","","","","","","c"
"KF761507","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/29","Influenza A virus (A/Quebec/20/2013(H3N2))","","","","","","c"
"KU729464","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/17","Influenza A virus (A/Quebec/20/2015(H3N2))","","","","","","c"
"KU729466","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/21","Influenza A virus (A/Quebec/21/2015(H3N2))","","","","","","c"
"KF761509","1701","Human","4 (HA)","H3N2","Canada","N","2013/02/05","Influenza A virus (A/Quebec/23/2013(H3N2))","","","","","","c"
"KF761510","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/29","Influenza A virus (A/Quebec/24/2013(H3N2))","","","","","","c"
"KU729465","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/25","Influenza A virus (A/Quebec/24/2015(H3N2))","","","","","","c"
"KU729484","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/23","Influenza A virus (A/Quebec/25/2015(H3N2))","","","","","","c"
"KM438090","1701","Human","4 (HA)","H3N2","Canada","N","2005/12/03","Influenza A virus (A/Quebec/26-031205/2005(H3N2))","","","","","","c"
"KM438084","1701","Human","4 (HA)","H3N2","Canada","N","2005/11/04","Influenza A virus (A/Quebec/26-041105/2005(H3N2))","","","","","","c"
"KM438086","1701","Human","4 (HA)","H3N2","Canada","N","2005/11/04","Influenza A virus (A/Quebec/26-041105/2005(H3N2))","","","","","","c"
"KM438085","1701","Human","4 (HA)","H3N2","Canada","N","2005/06/07","Influenza A virus (A/Quebec/26-070605/2005(H3N2))","","","","","","c"
"KM438083","1701","Human","4 (HA)","H3N2","Canada","N","2005/06/10","Influenza A virus (A/Quebec/26-100605/2005(H3N2))","","","","","","c"
"KM438089","1701","Human","4 (HA)","H3N2","Canada","N","2005/11/15","Influenza A virus (A/Quebec/26-151105/2005(H3N2))","","","","","","c"
"KM438088","1701","Human","4 (HA)","H3N2","Canada","N","2006/12/19","Influenza A virus (A/Quebec/26-191206/2006(H3N2))","","","","","","c"
"KM438082","1701","Human","4 (HA)","H3N2","Canada","N","2005/04/22","Influenza A virus (A/Quebec/26-220405/2005(H3N2))","","","","","","c"
"KM438093","1701","Human","4 (HA)","H3N2","Canada","N","2006/01/27","Influenza A virus (A/Quebec/26-270106/2006(H3N2))","","","","","","c"
"KM438087","1701","Human","4 (HA)","H3N2","Canada","N","2006/11/28","Influenza A virus (A/Quebec/26-281106/2006(H3N2))","","","","","","c"
"KF761511","1701","Human","4 (HA)","H3N2","Canada","N","2013/02/20","Influenza A virus (A/Quebec/26/2013(H3N2))","","","","","","c"
"KF761512","1701","Human","4 (HA)","H3N2","Canada","N","2013/03/07","Influenza A virus (A/Quebec/27/2013(H3N2))","","","","","","c"
"KU729463","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/28","Influenza A virus (A/Quebec/27/2015(H3N2))","","","","","","c"
"KU729485","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/20","Influenza A virus (A/Quebec/28/2015(H3N2))","","","","","","c"
"KU729479","1701","Human","4 (HA)","H3N2","Canada","N","2015/01/31","Influenza A virus (A/Quebec/29/2015(H3N2))","","","","","","c"
"KU729462","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/05","Influenza A virus (A/Quebec/30/2015(H3N2))","","","","","","c"
"KU729461","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/05","Influenza A virus (A/Quebec/31/2015(H3N2))","","","","","","c"
"KU729472","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/13","Influenza A virus (A/Quebec/33/2015(H3N2))","","","","","","c"
"KU729486","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/16","Influenza A virus (A/Quebec/34/2015(H3N2))","","","","","","c"
"KP701651","1701","Human","4 (HA)","H3N2","Canada","N","2014/11/11","Influenza A virus (A/Quebec/35/2014(H3N2))","","","","","","c"
"KU729471","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/18","Influenza A virus (A/Quebec/35/2015(H3N2))","","","","","","c"
"KP701652","1705","Human","4 (HA)","H3N2","Canada","N","2014/11/20","Influenza A virus (A/Quebec/36/2014(H3N2))","","","","","","c"
"KU729476","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/19","Influenza A virus (A/Quebec/36/2015(H3N2))","","","","","","c"
"KU729460","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/23","Influenza A virus (A/Quebec/37/2015(H3N2))","","","","","","c"
"KU729489","1701","Human","4 (HA)","H3N2","Canada","N","2015/02/25","Influenza A virus (A/Quebec/38/2015(H3N2))","","","","","","c"
"KU729492","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/04","Influenza A virus (A/Quebec/41/2014(H3N2))","","","","","","c"
"KP701654","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/08","Influenza A virus (A/Quebec/44/2014(H3N2))","","","","","","c"
"KU729494","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/08","Influenza A virus (A/Quebec/47/2014(H3N2))","","","","","","c"
"KP701658","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Quebec/54/2014(H3N2))","","","","","","c"
"KP701659","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Quebec/55/2014(H3N2))","","","","","","c"
"KP701661","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Quebec/57/2014(H3N2))","","","","","","c"
"KP701663","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Quebec/59/2014(H3N2))","","","","","","c"
"KP701664","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/12","Influenza A virus (A/Quebec/60/2014(H3N2))","","","","","","c"
"KP701665","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/11","Influenza A virus (A/Quebec/61/2014(H3N2))","","","","","","c"
"KP701666","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/14","Influenza A virus (A/Quebec/63/2014(H3N2))","","","","","","c"
"MF195740","1701","Human","4 (HA)","H3N2","Canada","N","2016/02/28","Influenza A virus (A/Quebec/65/2016(H3N2))","","","","","","c"
"KP701673","1701","Human","4 (HA)","H3N2","Canada","N","2014/12/17","Influenza A virus (A/Quebec/76/2014(H3N2))","","","","","","c"
"KF685747","1701","Human","4 (HA)","H3N2","Canada","N","2013/01/30","Influenza A virus (A/Quebec/8118/2013(H3N2))","","","","","","c"
"KP701682","1706","Human","4 (HA)","H3N2","Canada","N","2014/12/17","Influenza A virus (A/Quebec/86/2014(H3N2))","","","","","","c"
"MF195741","1701","Human","4 (HA)","H3N2","Canada","N","2016/03/09","Influenza A virus (A/Quebec/95/2016(H3N2))","","","","","","c"
"CY017259","1718","Human","4 (HA)","H3N2","Australia","S","2000/09/15","Influenza A virus (A/Queensland/1/2000(H3N2))","","4y","M","","","c"
"CY017483","1721","Human","4 (HA)","H3N2","Australia","S","2001/08/11","Influenza A virus (A/Queensland/11/2001(H3N2))","","3y","F","","","c"
"CY017491","1721","Human","4 (HA)","H3N2","Australia","S","2001/08/24","Influenza A virus (A/Queensland/12/2001(H3N2))","","3y","F","","","c"
"CY018957","1714","Human","4 (HA)","H3N2","Australia","S","2001/09/03","Influenza A virus (A/Queensland/14/2001(H3N2))","","2y","M","","","c"
"CY017499","1719","Human","4 (HA)","H3N2","Australia","S","2001/09/13","Influenza A virus (A/Queensland/15/2001(H3N2))","","2y","M","","","c"
"CY017507","1723","Human","4 (HA)","H3N2","Australia","S","2001/08/17","Influenza A virus (A/Queensland/16/2001(H3N2))","","4y","M","","","c"
"CY017627","1710","Human","4 (HA)","H3N2","Australia","S","2001/08/24","Influenza A virus (A/Queensland/17/2001(H3N2))","","10y","F","","","c"
"CY017515","1722","Human","4 (HA)","H3N2","Australia","S","2001/08/24","Influenza A virus (A/Queensland/18/2001(H3N2))","","2y","F","","","c"
"CY017893","1721","Human","4 (HA)","H3N2","Australia","S","2001/07/14","Influenza A virus (A/Queensland/19/2001(H3N2))","","2y","M","","","c"
"CY017443","1721","Human","4 (HA)","H3N2","Australia","S","2000/07/16","Influenza A virus (A/Queensland/2/2000(H3N2))","","63y","M","","","c"
"CY017523","1718","Human","4 (HA)","H3N2","Australia","S","2001/08/05","Influenza A virus (A/Queensland/20/2001(H3N2))","","4y","M","","","c"
"CY017531","1710","Human","4 (HA)","H3N2","Australia","S","2002/07/26","Influenza A virus (A/Queensland/21/2002(H3N2))","","10y","M","","","c"
"CY017901","1718","Human","4 (HA)","H3N2","Australia","S","2002/07/15","Influenza A virus (A/Queensland/22/2002(H3N2))","","1y","M","","","c"
"CY017539","1719","Human","4 (HA)","H3N2","Australia","S","2002/08/13","Influenza A virus (A/Queensland/23/2002(H3N2))","","11m","M","","","c"
"CY017547","1718","Human","4 (HA)","H3N2","Australia","S","2002/07/25","Influenza A virus (A/Queensland/24/2002(H3N2))","","2m","M","","","c"
"CY017555","1718","Human","4 (HA)","H3N2","Australia","S","2002/08/06","Influenza A virus (A/Queensland/26/2002(H3N2))","","8m","M","","","c"
"CY017909","1721","Human","4 (HA)","H3N2","Australia","S","2002/08/13","Influenza A virus (A/Queensland/27/2002(H3N2))","","3m","M","","","c"
"CY017917","1713","Human","4 (HA)","H3N2","Australia","S","2002/08/12","Influenza A virus (A/Queensland/28/2002(H3N2))","","6y","F","","","c"
"CY017925","1711","Human","4 (HA)","H3N2","Australia","S","2002/08/17","Influenza A virus (A/Queensland/29/2002(H3N2))","","1y","M","","","c"
"CY017451","1721","Human","4 (HA)","H3N2","Australia","S","2000/09/04","Influenza A virus (A/Queensland/3/2000(H3N2))","","1y","F","","","c"
"CY018965","1721","Human","4 (HA)","H3N2","Australia","S","2002/08/23","Influenza A virus (A/Queensland/30/2002(H3N2))","","4m","M","","","c"
"CY018973","1716","Human","4 (HA)","H3N2","Australia","S","2003/08/12","Influenza A virus (A/Queensland/31/2003(H3N2))","","88y","M","","","c"
"CY018981","1715","Human","4 (HA)","H3N2","Australia","S","2003/08/20","Influenza A virus (A/Queensland/32/2003(H3N2))","","10m","M","","","c"
"CY017563","1721","Human","4 (HA)","H3N2","Australia","S","2003/08/25","Influenza A virus (A/Queensland/33/2003(H3N2))","","6y","M","","","c"
"CY018989","1721","Human","4 (HA)","H3N2","Australia","S","2003/08/25","Influenza A virus (A/Queensland/34/2003(H3N2))","","11m","F","","","c"
"CY017941","1712","Human","4 (HA)","H3N2","Australia","S","2003/09/03","Influenza A virus (A/Queensland/38/2003(H3N2))","","3w","M","","","c"
"CY017579","1721","Human","4 (HA)","H3N2","Australia","S","2003/09/11","Influenza A virus (A/Queensland/39/2003(H3N2))","","2y","F","","","c"
"CY017267","1721","Human","4 (HA)","H3N2","Australia","S","2000/09/05","Influenza A virus (A/Queensland/4/2000(H3N2))","","40y","F","","","c"
"CY017949","1716","Human","4 (HA)","H3N2","Australia","S","2003/09/10","Influenza A virus (A/Queensland/40/2003(H3N2))","","5y","M","","","c"
"CY019005","1727","Human","4 (HA)","H3N2","Australia","S","2004/10/07","Influenza A virus (A/Queensland/41/2004(H3N2))","","4y","M","","","c"
"CY017957","1710","Human","4 (HA)","H3N2","Australia","S","2004/10/13","Influenza A virus (A/Queensland/42/2004(H3N2))","","6y","F","","","c"
"CY020029","1708","Human","4 (HA)","H3N2","Australia","S","2004/10/09","Influenza A virus (A/Queensland/44/2004(H3N2))","","33y","F","","","c"
"CY017973","1718","Human","4 (HA)","H3N2","Australia","S","2004/10/09","Influenza A virus (A/Queensland/46/2004(H3N2))","","1y","M","","","c"
"CY017587","1721","Human","4 (HA)","H3N2","Australia","S","2004/10/06","Influenza A virus (A/Queensland/47/2004(H3N2))","","10m","M","","","c"
"CY017595","1714","Human","4 (HA)","H3N2","Australia","S","2004/09/30","Influenza A virus (A/Queensland/48/2004(H3N2))","","47y","M","","","c"
"CY017603","1716","Human","4 (HA)","H3N2","Australia","S","2004/10/01","Influenza A virus (A/Queensland/49/2004(H3N2))","","28y","F","","","c"
"CY017459","1722","Human","4 (HA)","H3N2","Australia","S","2000/08/13","Influenza A virus (A/Queensland/5/2000(H3N2))","","1y","F","","","c"
"CY020045","1716","Human","4 (HA)","H3N2","Australia","S","2004/10/27","Influenza A virus (A/Queensland/50/2004(H3N2))","","54y","M","","","c"
"CY017981","1716","Human","4 (HA)","H3N2","Australia","S","2005/07/12","Influenza A virus (A/Queensland/51/2005(H3N2))","","12y","F","","","c"
"CY017989","1724","Human","4 (HA)","H3N2","Australia","S","2005/07/22","Influenza A virus (A/Queensland/52/2005(H3N2))","","11m","M","","","c"
"CY019021","1714","Human","4 (HA)","H3N2","Australia","S","2005/08/11","Influenza A virus (A/Queensland/54/2005(H3N2))","","60y","F","","","c"
"CY017611","1722","Human","4 (HA)","H3N2","Australia","S","2005/08/02","Influenza A virus (A/Queensland/55/2005(H3N2))","","26y","M","","","c"
"CY019029","1716","Human","4 (HA)","H3N2","Australia","S","2005/08/16","Influenza A virus (A/Queensland/56/2005(H3N2))","","66y","M","","","c"
"CY017619","1721","Human","4 (HA)","H3N2","Australia","S","2005/08/22","Influenza A virus (A/Queensland/57/2005(H3N2))","","3y","F","","","c"
"CY019747","1716","Human","4 (HA)","H3N2","Australia","S","2005/08/18","Influenza A virus (A/Queensland/60/2005(H3N2))","","3y","F","","","c"
"CY017885","1724","Human","4 (HA)","H3N2","Australia","S","2000/09/19","Influenza A virus (A/Queensland/7/2000(H3N2))","","60y","M","","","c"
"CY017475","1724","Human","4 (HA)","H3N2","Australia","S","2000/08/28","Influenza A virus (A/Queensland/9/2000(H3N2))","","68y","F","","","c"
"KC535478","1701","Human","4 (HA)","H3N2","USA","N","2010/01/26","Influenza A virus (A/Rhode Island/01/2010(H3N2))","","","","","","c"
"KC892323","1701","Human","4 (HA)","H3N2","USA","N","2012/01/30","Influenza A virus (A/Rhode Island/01/2012(H3N2))","","","","","","c"
"KT841357","1701","Human","4 (HA)","H3N2","USA","N","2015/01/01","Influenza A virus (A/Rhode Island/01/2015(H3N2))","","","","","","c"
"CY216489","1737","Human","4 (HA)","H3N2","USA","N","2017/01/17","Influenza A virus (A/Rhode Island/01/2017(H3N2))","","","","","","c"
"KF789954","1701","Human","4 (HA)","H3N2","USA","N","2013/01/10","Influenza A virus (A/Rhode Island/02/2013(H3N2))","","","","","","c"
"EU199372","1701","Human","4 (HA)","H3N2","USA","N","2007/05/17","Influenza A virus (A/Rhode Island/03/2007(H3N2))","","","","","","c"
"KC882591","1701","Human","4 (HA)","H3N2","USA","N","2011/01/25","Influenza A virus (A/Rhode Island/03/2011(H3N2))","","","","","","c"
"KC892514","1701","Human","4 (HA)","H3N2","USA","N","2012/03/07","Influenza A virus (A/Rhode Island/03/2012(H3N2))","","","","","","c"
"CY223814","1737","Human","4 (HA)","H3N2","USA","N","2017/01/24","Influenza A virus (A/Rhode Island/03/2017(H3N2))","","","","","","c"
"KC882628","1701","Human","4 (HA)","H3N2","USA","N","2011/01/31","Influenza A virus (A/Rhode Island/04/2011(H3N2))","","","","","","c"
"CY223822","1737","Human","4 (HA)","H3N2","USA","N","2017/01/30","Influenza A virus (A/Rhode Island/04/2017(H3N2))","","","","","","c"
"KC882502","1701","Human","4 (HA)","H3N2","USA","N","2011/03/03","Influenza A virus (A/Rhode Island/05/2011(H3N2))","","","","","","c"
"KM064519","1701","Human","4 (HA)","H3N2","USA","N","2014/02/10","Influenza A virus (A/Rhode Island/05/2014(H3N2))","","","","","","c"
"KT841463","1701","Human","4 (HA)","H3N2","USA","N","2015/01/07","Influenza A virus (A/Rhode Island/05/2015(H3N2))","","","","","","c"
"KC883198","1701","Human","4 (HA)","H3N2","USA","N","2011/03/07","Influenza A virus (A/Rhode Island/06/2011(H3N2))","","","","","","c"
"KC893054","1701","Human","4 (HA)","H3N2","USA","N","2012/04/17","Influenza A virus (A/Rhode Island/06/2012(H3N2))","","","","","","c"
"KF789966","1701","Human","4 (HA)","H3N2","USA","N","2013/04/03","Influenza A virus (A/Rhode Island/06/2013(H3N2))","","","","","","c"
"KM064352","1701","Human","4 (HA)","H3N2","USA","N","2014/03/13","Influenza A virus (A/Rhode Island/06/2014(H3N2))","","","","","","c"
"KT841587","1701","Human","4 (HA)","H3N2","USA","N","2015/01/06","Influenza A virus (A/Rhode Island/06/2015(H3N2))","","","","","","c"
"KC882618","1701","Human","4 (HA)","H3N2","USA","N","2011/03/07","Influenza A virus (A/Rhode Island/07/2011(H3N2))","","","","","","c"
"KC892667","1701","Human","4 (HA)","H3N2","USA","N","2012/04/18","Influenza A virus (A/Rhode Island/07/2012(H3N2))","","","","","","c"
"KM064112","1701","Human","4 (HA)","H3N2","USA","N","2014/04/13","Influenza A virus (A/Rhode Island/07/2014(H3N2))","","","","","","c"
"CY223838","1737","Human","4 (HA)","H3N2","USA","N","2017/02/13","Influenza A virus (A/Rhode Island/07/2017(H3N2))","","","","","","c"
"KT842581","1701","Human","4 (HA)","H3N2","USA","N","2015/02/04","Influenza A virus (A/Rhode Island/08/2015(H3N2))","","","","","","c"
"KF789684","1701","Human","4 (HA)","H3N2","USA","N","2012/11/28","Influenza A virus (A/Rhode Island/09/2012(H3N2))","","","","","","c"
"KY116967","1737","Human","4 (HA)","H3N2","USA","N","2012/11/28","Influenza A virus (A/Rhode Island/09/2012(H3N2))","","","","","","c"
"CY227726","1737","Human","4 (HA)","H3N2","USA","N","2017/02/23","Influenza A virus (A/Rhode Island/10/2017(H3N2))","","","","","","c"
"KX415192","1737","Human","4 (HA)","H3N2","USA","N","2016/02/17","Influenza A virus (A/Rhode Island/11/2016(H3N2))","","","","","","c"
"CY231112","1737","Human","4 (HA)","H3N2","USA","N","2017/02/27","Influenza A virus (A/Rhode Island/11/2017(H3N2))","","","","","","c"
"CY232484","1737","Human","4 (HA)","H3N2","USA","N","2017/03/26","Influenza A virus (A/Rhode Island/12/2017(H3N2))","","","","","","c"
"KT843145","1701","Human","4 (HA)","H3N2","USA","N","2015/03/02","Influenza A virus (A/Rhode Island/13/2015(H3N2))","","","","","","c"
"CY232492","1737","Human","4 (HA)","H3N2","USA","N","2017/04/10","Influenza A virus (A/Rhode Island/13/2017(H3N2))","","","","","","c"
"KY089807","1701","Human","4 (HA)","H3N2","USA","N","2015/03/10","Influenza A virus (A/Rhode Island/14/2015(H3N2))","","","","","","c"
"KT843086","1701","Human","4 (HA)","H3N2","USA","N","2015/03/12","Influenza A virus (A/Rhode Island/15/2015(H3N2))","","","","","","c"
"KX917780","1737","Human","4 (HA)","H3N2","USA","N","2016/04/13","Influenza A virus (A/Rhode Island/20/2016(H3N2))","","","","","","c"
"KT840264","1701","Human","4 (HA)","H3N2","USA","N","2014/12/08","Influenza A virus (A/Rhode Island/22/2014(H3N2))","","","","","","c"
"KT840438","1701","Human","4 (HA)","H3N2","USA","N","2014/12/19","Influenza A virus (A/Rhode Island/23/2014(H3N2))","","","","","","c"
"KT843499","1701","Human","4 (HA)","H3N2","USA","N","2015/04/03","Influenza A virus (A/Rhode Island/24/2015(H3N2))","","","","","","c"
"KY089993","1701","Human","4 (HA)","H3N2","USA","N","2015/04/23","Influenza A virus (A/Rhode Island/25/2015(H3N2))","","","","","","c"
"KY003363","1737","Human","4 (HA)","H3N2","USA","N","2016/09/13","Influenza A virus (A/Rhode Island/28/2016(H3N2))","","","","","","c"
"CY214410","1737","Human","4 (HA)","H3N2","USA","N","2016/12/28","Influenza A virus (A/Rhode Island/30/2016(H3N2))","","","","","","c"
"CY214418","1737","Human","4 (HA)","H3N2","USA","N","2016/12/29","Influenza A virus (A/Rhode Island/31/2016(H3N2))","","","","","","c"
"CY193818","1701","Human","4 (HA)","H3N2","USA","N","2015/01/13","Influenza A virus (A/Rhode Island/4565/2015(H3N2))","","","","","","c"
"CY193819","1701","Human","4 (HA)","H3N2","USA","N","2015/01/15","Influenza A virus (A/Rhode Island/4566/2015(H3N2))","","","","","","c"
"CY193820","1701","Human","4 (HA)","H3N2","USA","N","2015/01/15","Influenza A virus (A/Rhode Island/4567/2015(H3N2))","","","","","","c"
"CY193821","1701","Human","4 (HA)","H3N2","USA","N","2015/01/21","Influenza A virus (A/Rhode Island/4568/2015(H3N2))","","","","","","c"
